id,name,type,address,city,postcode,lat,lon,website,phone,opening_hours,price_tier,avg_rating,suggested_duration,tags,image_url,description_short,
156,Birmingham Museum & Art Gallery,Museum,Chamberlain Square,Birmingham,B3 3DH,52.4802,-1.9038,https://www.birminghammuseums.org.uk,+44 121 348 8000,10:00-17:00,1,4.6,120,Art;History;Culture,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Birmingham_Museum_and_Art_Gallery.jpg/800px-Birmingham_Museum_and_Art_Gallery.jpg,Museum exhibiting pre-Raphaelite art and the Staffordshire Hoard.,
157,Library of Birmingham,Attraction,Centenary Square,Birmingham,B1 2ND,52.4795,-1.9088,https://www.birmingham.gov.uk,+44 121 242 4242,11:00-19:00,1,4.5,60,Modern;Views;Architecture,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Library_of_Birmingham_Exterior.jpg/800px-Library_of_Birmingham_Exterior.jpg,Postmodern library with rooftop gardens and panoramic views.,
158,Adam's Restaurant,Restaurant,16 Waterloo Street,Birmingham,B2 5UG,52.4805,-1.8997,https://www.adamsrestaurant.co.uk,+44 121 643 3745,12:00-13:30,4,4.9,120,Michelin;Fine Dining;Modern,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Birmingham_Council_House.jpg/800px-Birmingham_Council_House.jpg,Contemporary British fine dining in a stylish setting.,
159,The Grand Hotel,Hotel,Colmore Row,Birmingham,B3 2DA,52.4811,-1.8988,https://www.thegrandhotelbirmingham.co.uk,+44 121 827 9600,24-Jul,4,4.7,720,Luxury;History;Central,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Grand_Hotel_Birmingham.jpg/800px-Grand_Hotel_Birmingham.jpg,Landmark Victorian hotel blending old-world luxury with modern style.,
160,National Space Centre,Museum,Exploration Drive,Leicester,LE4 5NS,52.6536,-1.1332,https://spacecentre.co.uk,+44 116 261 0261,10:00-16:00,3,4.6,180,Space;Science;Family,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/National_Space_Centre%2C_Leicester.jpg/960px-National_Space_Centre%2C_Leicester.jpg,Museum and educational resource covering the fields of space science.,
161,King Richard III Visitor Centre,Attraction,4A St Martin's,Leicester,LE1 5DB,52.6346,-1.1352,https://kriii.com,+44 116 229 4132,10:00-16:00,3,4.5,90,History;Royal;Interactive,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Dynasty_Death_and_Discovery%2C_Richard_III_museum_entrance.png/960px-Dynasty_Death_and_Discovery%2C_Richard_III_museum_entrance.png,"Exhibition telling the story of the life, death, and discovery of Richard III.",
162,Leicester Cathedral,History,Peacock Lane,Leicester,LE1 5PZ,52.6349,-1.1362,https://leicestercathedral.org,+44 116 261 5200,08:00-18:00,1,4.6,45,Religion;History;Tomb,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Leicester_Cathedral_south_facade.jpg/500px-Leicester_Cathedral_south_facade.jpg,The final resting place of King Richard III.,
163,Bradgate Park,Nature,Newtown Linford,Leicester,LE6 0HE,52.6862,-1.2173,https://www.bradgatepark.org,+44 116 236 2713,07:45-19:00,1,4.8,120,Nature;Deer;Walking,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Bradgate_park_rocks.jpg/500px-Bradgate_park_rocks.jpg,Medieval deer park with rocky outcrops and historic ruins.,
164,Kayal,Restaurant,153 Granby Street,Leicester,LE1 6FE,52.6322,-1.1275,https://www.kayalrestaurant.com,+44 116 255 4667,12:00-23:00,2,4.5,90,Food;Indian;Kerala,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Granby_Street_Leicester.jpg/800px-Granby_Street_Leicester.jpg,Authentic Keralan seafood and cuisine in a relaxed setting.,
165,St Martins Lodge,Hotel,2 Peacock Lane,Leicester,LE1 5PZ,52.6348,-1.1358,https://www.stmartinslodge.co.uk,+44 116 261 5200,24-Jul,3,4.8,0,Boutique;History;Central,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Leicester_Cathedral_Exterior.jpg/800px-Leicester_Cathedral_Exterior.jpg,Luxury accommodation located opposite the Cathedral.,
166,Old Trafford,Attraction,Sir Matt Busby Way,Manchester,M16 0RA,53.4631,-2.2913,https://www.manutd.com,+44 161 868 8000,09:30-16:00,3,4.6,120,Sports;Football;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Manchester_United_Old_Trafford.jpg/800px-Manchester_United_Old_Trafford.jpg,"The historic home of Manchester United Football Club, known as the Theatre of Dreams.",
167,John Rylands Library,Attraction,150 Deansgate,Manchester,M3 3EH,53.4801,-2.2476,https://www.library.manchester.ac.uk/rylands,+44 161 306 0555,10:00-17:00,1,4.8,60,Architecture;Harry Potter;Library,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/John_Rylands_Library_Manchester.jpg/800px-John_Rylands_Library_Manchester.jpg,A neo-Gothic masterpiece housing one of the world's finest collections of rare books.,
168,Science and Industry Museum,Museum,Liverpool Road,Manchester,M3 4FP,53.4771,-2.255,https://www.scienceandindustrymuseum.org.uk,+44 330 058 0058,10:00-17:00,1,4.5,120,Science;Industrial;Kids,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Museum_of_Science_and_Industry_Manchester.jpg/800px-Museum_of_Science_and_Industry_Manchester.jpg,Museum exploring Manchester's rich legacy of scientific and industrial innovations.,
169,The Ivy Spinningfields,Restaurant,The Pavilion,Manchester,M3 3GY,53.4802,-2.2514,https://theivymanchester.com,+44 161 503 3222,08:30-00:00,4,4.4,120,Dining;Luxury;Instagrammable,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Spinningfields_Manchester.jpg/800px-Spinningfields_Manchester.jpg,Upscale dining with a roof garden in the heart of the business district.,
170,Dakota Manchester,Hotel,29 Ducie Street,Manchester,M1 2JL,53.4808,-2.2323,https://www.dakotahotels.co.uk,+44 161 674 9180,24-Jul,4,4.8,720,Hotel;Luxury;Romantic,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Piccadilly_Basin_Manchester.jpg/800px-Piccadilly_Basin_Manchester.jpg,"Sophisticated luxury hotel known for its dark, stylish aesthetic and service.",
171,Clifton Suspension Bridge,Attraction,Bridge Road,Bristol,BS8 3PA,51.4549,-2.6278,https://cliftonbridge.org.uk,+44 117 974 4664,24-Jul,1,4.7,45,Views;Iconic;Engineering,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Clifton_Suspension_Bridge_spanning_the_Avon_Gorge.jpg/800px-Clifton_Suspension_Bridge_spanning_the_Avon_Gorge.jpg,Brunel's iconic suspension bridge spanning the picturesque Avon Gorge.,
172,SS Great Britain,Museum,Great Western Dockyard,Bristol,BS1 6TY,51.4496,-2.6072,https://www.ssgreatbritain.org,+44 117 926 0680,10:00-17:00,3,4.8,150,History;Maritime;Family,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/SS_Great_Britain_Bristol.jpg/800px-SS_Great_Britain_Bristol.jpg,Museum ship that was the longest passenger ship in the world from 1845 to 1854.,
173,St Nicholas Market,Market,The Corn Exchange,Bristol,BS1 1JQ,51.4542,-2.5925,https://www.bristol.gov.uk,,09:30-17:00,1,4.6,60,Food;Shopping;Local,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/St_Nicholas_Market_Bristol.jpg/800px-St_Nicholas_Market_Bristol.jpg,Vibrant indoor market with a wide array of independent food stalls.,
174,Royal Armouries Museum,Museum,Armouries Drive,Leeds,LS10 1LT,53.7918,-1.5323,https://royalarmouries.org,+44 113 220 1999,10:00-17:00,1,4.7,120,History;Weapons;Free,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Royal_Armouries_Museum_Leeds.jpg/800px-Royal_Armouries_Museum_Leeds.jpg,National museum housing the national collection of arms and armour.,
175,Kirkstall Abbey,Attraction,Abbey Road,Leeds,LS5 3EH,53.8206,-1.6062,https://museumsandgalleries.leeds.gov.uk,+44 113 378 4079,10:00-16:00,1,4.6,60,Ruins;History;Park,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Kirkstall_Abbey_Leeds.jpg/800px-Kirkstall_Abbey_Leeds.jpg,One of the most complete examples of a medieval Cistercian abbey in Britain.,
176,Harewood House,Attraction,Harewood,Leeds,LS17 9LG,53.8967,-1.5273,https://harewood.org,+44 113 218 1010,10:00-17:00,3,4.6,180,Stately Home;Gardens;Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Harewood_House_South_Front.jpg/800px-Harewood_House_South_Front.jpg,18th-century country house with an exotic bird garden and Himalayan garden.,
177,Newcastle Castle,Attraction,The Black Gate,Newcastle,NE1 1RQ,54.9697,-1.6112,https://www.newcastlecastle.co.uk,+44 191 230 6300,10:00-17:00,2,4.5,60,History;Views;Fortress,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Newcastle_Castle_Keep.jpg/800px-Newcastle_Castle_Keep.jpg,The medieval fortification that gave the city of Newcastle its name.,
178,The Alnwick Garden,Attraction,Denwick Lane,Northumberland,NE66 1YU,55.4136,-1.6985,https://www.alnwickgarden.com,+44 1665 511350,10:00-17:00,3,4.6,150,Gardens;Poison Garden;Family,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Alnwick_Garden_Cascade.jpg/800px-Alnwick_Garden_Cascade.jpg,Complex of formal gardens adjacent to Alnwick Castle featuring a Poison Garden.,
179,Hadrian's Wall (Housesteads),History,Hexham,Northumberland,NE47 6NN,55.0135,-2.3294,https://www.english-heritage.org.uk,+44 1434 344363,10:00-17:00,2,4.7,90,Romans;Hiking;Ruins,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Hadrians_Wall_Housesteads.jpg/800px-Hadrians_Wall_Housesteads.jpg,The most complete Roman fort on Hadrian's Wall with stunning views.,
180,Chatsworth House,Attraction,Bakewell,Derbyshire,DE45 1PP,53.2285,-1.6104,https://www.chatsworth.org,+44 1246 565300,10:00-17:00,4,4.8,240,Stately Home;Pride & Prejudice;Gardens,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Chatsworth_House_from_South_West.jpg/800px-Chatsworth_House_from_South_West.jpg,Magnificent stately home used as Pemberley in Pride & Prejudice.,
181,Alton Towers,Theme Park,Farley Lane,Staffordshire,ST10 4DB,52.9875,-1.8943,https://www.altontowers.com,+44 1538 704096,10:00-17:00,4,4.5,360,Thrills;Family;Coasters,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Alton_Towers_Gardens.jpg/800px-Alton_Towers_Gardens.jpg,The UK's largest theme park with world-class rollercoasters.,
182,Blackpool Pleasure Beach,Theme Park,525 Ocean Blvd,Blackpool,FY4 1EZ,53.7915,-3.056,https://www.blackpoolpleasurebeach.com,+44 871 222 1234,11:00-17:00,4,4.4,240,Seaside;Fun;Coasters,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/The_Big_One_Blackpool_Pleasure_Beach.jpg/800px-The_Big_One_Blackpool_Pleasure_Beach.jpg,Historic amusement park featuring 'The Big One' rollercoaster.,
183,Blackpool Tower,Attraction,Promenade,Blackpool,FY1 4BJ,53.8159,-3.0553,https://www.theblackpooltower.com,+44 1253 622242,10:00-17:00,3,4.5,90,Views;Iconic;Ballroom,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Blackpool_Tower_2016.jpg/800px-Blackpool_Tower_2016.jpg,"Iconic Victorian tower with a circus, dungeon, and famous ballroom.",
184,Canterbury Cathedral,History,The Precincts,Canterbury,CT1 2EH,51.2798,1.0828,https://www.canterbury-cathedral.org,+44 1227 762862,10:00-17:00,3,4.7,90,Religion;History;Pilgrimage,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Canterbury_Cathedral_Exterior.jpg/800px-Canterbury_Cathedral_Exterior.jpg,One of the oldest and most famous Christian structures in England.,
185,White Cliffs of Dover,Nature,Upper Road,Dover,CT16 1HJ,51.1317,1.3468,https://www.nationaltrust.org.uk,,24-Jul,1,4.7,90,Hiking;Views;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/White_Cliffs_of_Dover_02.jpg/800px-White_Cliffs_of_Dover_02.jpg,Iconic chalk cliffs facing France across the English Channel.,
186,Leeds Castle,Castle,Maidstone,Kent,ME17 1PL,51.2483,0.6293,https://www.leeds-castle.com,+44 1622 765400,10:00-16:30,4,4.6,180,History;Moat;Gardens,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Leeds_Castle_Kent.jpg/800px-Leeds_Castle_Kent.jpg,"Picturesque castle rising from a moat, often called the loveliest in the world.",
187,Cheddar Gorge,Nature,Cheddar,Somerset,BS27 3QF,51.2816,-2.7667,https://www.cheddargorge.co.uk,,24-Jul,1,4.6,120,Hiking;Caves;Cheese,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Cheddar_Gorge_Somerset.jpg/800px-Cheddar_Gorge_Somerset.jpg,Britain's largest gorge with stunning cliffs and show caves.,
188,Wookey Hole Caves,Attraction,The Mill,Wells,BA5 1BB,51.2244,-2.6738,https://www.wookey.co.uk,+44 1749 672243,10:00-16:00,3,4.4,120,Caves;Family;Witch,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Wookey_Hole_Cave.jpg/800px-Wookey_Hole_Cave.jpg,Series of limestone caverns and underground river famous for the Witch of Wookey.,
189,Glastonbury Tor,Nature,Glastonbury,Somerset,BA6 8BH,51.1447,-2.6986,https://www.nationaltrust.org.uk,,24-Jul,1,4.8,60,Views;Spiritual;Hiking,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Glastonbury_Tor_Somerset.jpg/800px-Glastonbury_Tor_Somerset.jpg,"Conical hill topped by the roofless St Michael's Tower, linked to King Arthur.",
190,Tintagel Castle,History,Tintagel,Cornwall,PL34 0HE,50.6675,-4.7588,https://www.english-heritage.org.uk,+44 370 333 1181,10:00-17:00,3,4.7,120,King Arthur;Ruins;Coast,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Tintagel_Castle_Bridge.jpg/800px-Tintagel_Castle_Bridge.jpg,Medieval fortification located on the peninsula of Tintagel Island.,
191,Minack Theatre,Attraction,Porthcurno,Cornwall,TR19 6JU,50.0406,-5.651,https://www.minack.com,+44 1736 810181,10:00-16:30,2,4.8,90,Theatre;Views;Unique,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Minack_Theatre_Cornwall.jpg/800px-Minack_Theatre_Cornwall.jpg,Open-air theatre carved into the granite cliff overlooking the sea.,
192,The Lost Gardens of Heligan,Nature,Pentewan,Cornwall,PL26 6EN,50.2858,-4.8118,https://www.heligan.com,+44 1726 845100,10:00-17:00,3,4.7,180,Gardens;Nature;Walk,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Heligan_Gardens_Mud_Maid.jpg/800px-Heligan_Gardens_Mud_Maid.jpg,"One of the most popular botanical gardens in the UK, rediscovered in 1990.",
193,Land's End,Attraction,Sennen,Cornwall,TR19 7AA,50.0657,-5.713,https://landsend-landmark.co.uk,,10:00-17:00,2,3.9,60,Views;Landmark;Coast,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Lands_End_Signpost.jpg/800px-Lands_End_Signpost.jpg,The most westerly point of mainland England.,
194,Fistral Beach,Nature,Newquay,Cornwall,TR7 1HY,50.4168,-5.1009,https://www.fistralbeach.co.uk,,24-Jul,1,4.7,120,Beach;Surfing;Sunset,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Fistral_Beach_Newquay.jpg/800px-Fistral_Beach_Newquay.jpg,One of the world's top surfing destinations with golden sand.,
195,Padstow Harbour,Attraction,Padstow,Cornwall,PL28 8AQ,50.5404,-4.9366,https://padstowharbour.co.uk,,24-Jul,1,4.7,60,Food;Boats;Seaside,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Charming fishing port famous for Rick Stein's seafood restaurants.,
197,Royal Mile,Attraction,Royal Mile,Edinburgh,EH1,55.9497,-3.19,,,Always open,1,4.6,120,"walking,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic street linking castle and palace.,
201,Albert Dock,Attraction,Albert Dock,Liverpool,L3 4AA,53.4009,-2.9945,,,Always open,1,4.7,120,"waterfront,museum",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic dock complex with museums and galleries.,
202,Cardiff Castle,Castle,Castle St,Cardiff,CF10 3RB,51.4826,-3.1815,https://www.cardiffcastle.com,,10:00-17:00,2,4.6,120,"castle,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Medieval castle in the city centre.,
209,Globe Theatre,Theatre,21 New Globe Walk,London,SE1 9DT,51.5081,-0.0974,https://www.shakespearesglobe.com,,10:00-18:00,2,4.6,120,"theatre,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Reconstruction of Shakespeare's historic open-air theatre.,
212,Peak District National Park,Nature,Peak District,Derbyshire,S33,53.34,-1.775,https://www.peakdistrict.gov.uk,,Always open,1,4.8,240,"national park,hiking",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,England's first national park with dramatic landscapes.,
215,The Ivy,Restaurant,West St,London,WC2H 9NQ,51.5129,-0.126,https://theivy.co.uk,,11:30-23:00,3,4.4,120,"restaurant,classic",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Classic London restaurant with theatrical charm.,
216,The Balmoral Hotel,Hotel,1 Princes St,Edinburgh,EH2 2EQ,55.9521,-3.189,https://www.roccofortehotels.com,,24 hours,3,4.8,720,"luxury,hotel",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Luxury landmark hotel overlooking Princes Street.,
217,The Randolph Hotel,Hotel,Beaumont St,Oxford,OX1 2LN,51.7545,-1.2605,https://www.graduatehotels.com,,24 hours,3,4.6,720,"hotel,heritage",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic hotel in the heart of Oxford.,
220,Greenwich Observatory,Attraction,Blackheath Ave,London,SE10 8XJ,51.4769,-0.0005,https://www.rmg.co.uk/royal-observatory,,10:00-17:00,2,4.7,90,"science,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Home of the Prime Meridian.,
223,Holyrood Palace,Attraction,Canongate,Edinburgh,EH8 8DX,55.9524,-3.1726,https://www.rct.uk/visit/palace-of-holyroodhouse,,09:30-18:00,2,4.6,120,"royal,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Official residence of the monarch in Scotland.,
224,Calton Hill,Nature,Calton Hill,Edinburgh,EH7 5AA,55.9553,-3.1827,https://www.visitscotland.com,,Always open,1,4.8,60,"viewpoint,nature",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Hilltop with city views and monuments.,
226,Castlefield Urban Heritage Park,Attraction,Castlefield,Manchester,M3,53.474,-2.2547,https://www.visitmanchester.com,,Always open,1,4.5,90,"roman,canals",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Roman ruins and canalside walks.,
227,Clifford's Tower,Castle,Tower St,York,YO1 9SA,53.9556,-1.0804,https://www.english-heritage.org.uk,,10:00-17:00,2,4.5,60,"castle,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Medieval castle keep.,
228,National Railway Museum,Museum,Leeman Rd,York,YO26 4XJ,53.9605,-1.097,https://www.railwaymuseum.org.uk,,10:00-17:00,1,4.7,120,"trains,museum",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Britain's national railway collection.,
229,Radcliffe Camera,Attraction,Radcliffe Square,Oxford,OX1 3BG,51.7548,-1.2544,https://www.bodleian.ox.ac.uk,,Exterior view,1,4.7,45,"architecture,library",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Iconic circular library building.,
230,Christ Church Meadow,Nature,St Aldates,Oxford,OX1,51.7497,-1.253,https://www.oxford.gov.uk,,Always open,1,4.7,90,"nature,walk",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Riverside meadow walks.,
231,The Backs,Nature,Queen's Rd,Cambridge,CB3,52.205,0.113,https://www.visitcambridge.org,,Always open,1,4.8,90,"river,views",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Scenic riverside college views.,
232,Fitzwilliam Museum,Museum,Trumpington St,Cambridge,CB2 1RB,52.2006,0.119,https://www.fitzmuseum.cam.ac.uk,,10:00-17:00,1,4.8,120,"art,museum",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Major art and antiquities museum.,
233,Brandon Hill & Cabot Tower,Park,Great George St,Bristol,BS1 5RR,51.454,-2.609,https://www.bristol.gov.uk,,Always open,1,4.7,60,"park,viewpoint",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Park with panoramic city views.,
234,Harbourside,Attraction,Harbourside,Bristol,BS1,51.45,-2.597,https://visitbristol.co.uk,,Always open,1,4.6,120,"waterfront,walk",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Redeveloped dockside area.,
236,Chester City Walls,Attraction,City Walls,Chester,CH1,53.1934,-2.8931,https://www.visitcheshire.com,,Always open,1,4.7,90,"roman,walk",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Complete Roman city wall circuit.,
237,Brighton Pier,Attraction,Madeira Dr,Brighton,BN2 1TW,50.8194,-0.1364,https://brightonpier.co.uk,,11:00-22:00,1,4.4,90,"seaside,pier",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Classic Victorian seaside pier.,
239,Highcross Leicester,Shopping,Highcross St,Leicester,LE1 4AN,52.6369,-1.1336,https://www.highcrossleicester.com,+44 116 261 9300,09:00-20:00,2,4.4,120,"shopping,retail",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Major shopping centre in Leicester city centre.,
240,Lane7 Leicester,Entertainment,Highcross St,Leicester,LE1 4AN,52.6372,-1.1339,https://lane7.com/leicester,+44 116 319 0088,12:00-23:00,2,4.6,120,"bowling,games",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,"Boutique bowling, arcade games and food.",
241,Curve Theatre,Theatre,Rutland St,Leicester,LE1 1SB,52.6338,-1.1315,https://www.curveonline.co.uk,+44 116 242 3595,Event dependent,2,4.7,150,"theatre,arts",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Flagship theatre hosting touring productions.,
242,Abbey Park,Park,Abbey Park Rd,Leicester,LE4 5AQ,52.6503,-1.1353,https://www.leicester.gov.uk,+44 116 299 5500,Always open,1,4.6,90,"park,nature",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Popular riverside park with gardens and ruins.,
243,Phoenix Cinema & Art Centre,Entertainment,4 Midland St,Leicester,LE1 1TG,52.6325,-1.1257,https://www.phoenix.org.uk,+44 116 242 2800,10:00-22:00,1,4.6,120,"cinema,independent",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Independent cinema and arts venue.,
244,Kayal Restaurant,Restaurant,Granby St,Leicester,LE1 6FG,52.6332,-1.1286,https://kayalrestaurant.co.uk,+44 116 254 0900,12:00-22:30,2,4.7,90,"indian,kerala",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Award-winning South Indian cuisine.,
245,Victoria Centre,Shopping,Glasshouse St,Nottingham,NG1 3QN,52.958,-1.1477,https://www.intu.co.uk/victoriacentre,+44 115 985 0000,09:00-20:00,2,4.3,120,"shopping,retail",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Large city-centre shopping mall.,
246,Roxy Ball Room Nottingham,Entertainment,Thurland St,Nottingham,NG1 3DR,52.9559,-1.147,https://roxysballroom.com,+44 115 950 8191,12:00-23:00,2,4.6,120,"bowling,games",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,"Bowling, pool and competitive socialising.",
247,Nottingham Contemporary,Gallery,Weekday Cross,Nottingham,NG1 2GB,52.9516,-1.1442,https://www.nottinghamcontemporary.org,+44 115 948 9750,10:00-18:00,1,4.4,90,"art,modern",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Contemporary art gallery with exhibitions.,
248,Wollaton Hall & Park,Nature,Wollaton Rd,Nottingham,NG8 2AE,52.9477,-1.2126,https://www.wollatonhall.org.uk,+44 115 876 3100,Always open,1,4.8,150,"park,manor",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Elizabethan mansion in expansive parkland.,
249,Derbion,Shopping,London Rd,Derby,DE1 2PQ,52.9207,-1.4659,https://www.derbion.com,+44 1332 643322,09:00-20:00,2,4.2,120,"shopping,retail",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Major shopping and leisure destination.,
250,Hollywood Bowl Derby,Entertainment,Wyvern Way,Derby,DE24 8JH,52.8917,-1.4476,https://www.hollywoodbowl.co.uk,+44 844 477 0483,10:00-23:00,2,4.5,120,"bowling,arcade",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Ten-pin bowling and arcade games.,
251,QUAD Derby,Entertainment,Market Pl,Derby,DE1 3AS,52.9219,-1.4764,https://www.derbyquad.co.uk,+44 1332 290606,10:00-22:00,1,4.5,120,"cinema,arts",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,"Independent cinema, gallery and cafe.",
252,Bullring & Grand Central,Shopping,New St,Birmingham,B5 4BU,52.4776,-1.8932,https://www.bullring.co.uk,+44 121 632 1526,09:00-20:00,2,4.5,150,"shopping,retail",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Flagship shopping centre in Birmingham.,
253,Digbeth Dining Club,Food,Digbeth,Birmingham,B5 6DY,52.4755,-1.8836,https://digbethdiningclub.com,+44 121 270 0580,Event dependent,2,4.7,120,"street food,independent",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Popular street food events venue.,
